configuration_id,fold,feature,coefficient,absolute_coefficient,sign,is_zero,n_iter,converged
LR-SELECTED-ROC,1,var_191,0.15349940955638885,0.15349940955638885,1,False,21,True
LR-SELECTED-ROC,1,var_192,-0.13000500202178955,0.13000500202178955,-1,False,21,True
LR-SELECTED-ROC,1,var_193,-0.05009692534804344,0.05009692534804344,-1,False,21,True
LR-SELECTED-ROC,1,var_194,-0.07583791017532349,0.07583791017532349,-1,False,21,True
LR-SELECTED-ROC,1,var_195,0.09037322551012039,0.09037322551012039,1,False,21,True
LR-SELECTED-ROC,1,var_196,0.08168444037437439,0.08168444037437439,1,False,21,True
LR-SELECTED-ROC,1,var_197,-0.10646011680364609,0.10646011680364609,-1,False,21,True
LR-SELECTED-ROC,1,var_198,-0.17623792588710785,0.17623792588710785,-1,False,21,True
LR-SELECTED-ROC,1,var_199,0.0896773412823677,0.0896773412823677,1,False,21,True
LR-SELECTED-ROC,2,var_0,0.16613870859146118,0.16613870859146118,1,False,19,True
LR-SELECTED-ROC,2,var_1,0.16189131140708923,0.16189131140708923,1,False,19,True
LR-SELECTED-ROC,2,var_2,0.1652589738368988,0.1652589738368988,1,False,19,True
LR-SELECTED-ROC,2,var_3,0.04196503013372421,0.04196503013372421,1,False,19,True
LR-SELECTED-ROC,2,var_4,0.03741087019443512,0.03741087019443512,1,False,19,True
LR-SELECTED-ROC,2,var_5,0.09207171946763992,0.09207171946763992,1,False,19,True
LR-SELECTED-ROC,2,var_6,0.22204318642616272,0.22204318642616272,1,False,19,True
LR-SELECTED-ROC,2,var_7,-0.013894516974687576,0.013894516974687576,-1,False,19,True
LR-SELECTED-ROC,2,var_8,0.06922831386327744,0.06922831386327744,1,False,19,True
LR-SELECTED-ROC,2,var_9,-0.13615505397319794,0.13615505397319794,-1,False,19,True
LR-SELECTED-ROC,2,var_10,-0.0031387759372591972,0.0031387759372591972,-1,False,19,True
LR-SELECTED-ROC,2,var_11,0.07557760179042816,0.07557760179042816,1,False,19,True
LR-SELECTED-ROC,2,var_12,-0.22365854680538177,0.22365854680538177,-1,False,19,True
LR-SELECTED-ROC,2,var_13,-0.18495072424411774,0.18495072424411774,-1,False,19,True
LR-SELECTED-ROC,2,var_14,-0.017888057976961136,0.017888057976961136,-1,False,19,True
LR-SELECTED-ROC,2,var_15,0.054076988250017166,0.054076988250017166,1,False,19,True
LR-SELECTED-ROC,2,var_16,0.024855969473719597,0.024855969473719597,1,False,19,True
LR-SELECTED-ROC,2,var_17,-0.0024284448008984327,0.0024284448008984327,-1,False,19,True
LR-SELECTED-ROC,2,var_18,0.1303839534521103,0.1303839534521103,1,False,19,True
LR-SELECTED-ROC,2,var_19,0.040812402963638306,0.040812402963638306,1,False,19,True
LR-SELECTED-ROC,2,var_20,-0.06534894555807114,0.06534894555807114,-1,False,19,True
LR-SELECTED-ROC,2,var_21,-0.1803264617919922,0.1803264617919922,-1,False,19,True
LR-SELECTED-ROC,2,var_22,0.20185056328773499,0.20185056328773499,1,False,19,True
LR-SELECTED-ROC,2,var_23,-0.0905081033706665,0.0905081033706665,-1,False,19,True
LR-SELECTED-ROC,2,var_24,0.09108095616102219,0.09108095616102219,1,False,19,True
LR-SELECTED-ROC,2,var_25,0.048666927963495255,0.048666927963495255,1,False,19,True
LR-SELECTED-ROC,2,var_26,0.19563165307044983,0.19563165307044983,1,False,19,True
LR-SELECTED-ROC,2,var_27,-0.008184258826076984,0.008184258826076984,-1,False,19,True
LR-SELECTED-ROC,2,var_28,-0.07284629344940186,0.07284629344940186,-1,False,19,True
LR-SELECTED-ROC,2,var_29,0.014881527982652187,0.014881527982652187,1,False,19,True
LR-SELECTED-ROC,2,var_30,-0.005417786072939634,0.005417786072939634,-1,False,19,True
LR-SELECTED-ROC,2,var_31,-0.09780459851026535,0.09780459851026535,-1,False,19,True
LR-SELECTED-ROC,2,var_32,0.10037191212177277,0.10037191212177277,1,False,19,True
LR-SELECTED-ROC,2,var_33,-0.15270008146762848,0.15270008146762848,-1,False,19,True
LR-SELECTED-ROC,2,var_34,-0.17975176870822906,0.17975176870822906,-1,False,19,True
LR-SELECTED-ROC,2,var_35,0.12764111161231995,0.12764111161231995,1,False,19,True
LR-SELECTED-ROC,2,var_36,-0.12779363989830017,0.12779363989830017,-1,False,19,True
LR-SELECTED-ROC,2,var_37,0.03513311594724655,0.03513311594724655,1,False,19,True
LR-SELECTED-ROC,2,var_38,0.011298776604235172,0.011298776604235172,1,False,19,True
LR-SELECTED-ROC,2,var_39,-0.01923459768295288,0.01923459768295288,-1,False,19,True
LR-SELECTED-ROC,2,var_40,0.15930691361427307,0.15930691361427307,1,False,19,True
LR-SELECTED-ROC,2,var_41,-0.009319423697888851,0.009319423697888851,-1,False,19,True
LR-SELECTED-ROC,2,var_42,-0.0356859415769577,0.0356859415769577,-1,False,19,True
LR-SELECTED-ROC,2,var_43,-0.09107870608568192,0.09107870608568192,-1,False,19,True
LR-SELECTED-ROC,2,var_44,-0.1636502593755722,0.1636502593755722,-1,False,19,True
LR-SELECTED-ROC,2,var_45,-0.07849546521902084,0.07849546521902084,-1,False,19,True
LR-SELECTED-ROC,2,var_46,0.004990869667381048,0.004990869667381048,1,False,19,True
LR-SELECTED-ROC,2,var_47,0.03618815913796425,0.03618815913796425,1,False,19,True
LR-SELECTED-ROC,2,var_48,0.11194726824760437,0.11194726824760437,1,False,19,True
LR-SELECTED-ROC,2,var_49,0.10639561712741852,0.10639561712741852,1,False,19,True
LR-SELECTED-ROC,2,var_50,-0.04265649616718292,0.04265649616718292,-1,False,19,True
LR-SELECTED-ROC,2,var_51,0.06559456884860992,0.06559456884860992,1,False,19,True
LR-SELECTED-ROC,2,var_52,0.0960046723484993,0.0960046723484993,1,False,19,True
LR-SELECTED-ROC,2,var_53,0.20164820551872253,0.20164820551872253,1,False,19,True
LR-SELECTED-ROC,2,var_54,-0.05212070047855377,0.05212070047855377,-1,False,19,True
LR-SELECTED-ROC,2,var_55,0.05086042732000351,0.05086042732000351,1,False,19,True
LR-SELECTED-ROC,2,var_56,-0.10855840891599655,0.10855840891599655,-1,False,19,True
LR-SELECTED-ROC,2,var_57,-0.06987057626247406,0.06987057626247406,-1,False,19,True
LR-SELECTED-ROC,2,var_58,-0.08355186879634857,0.08355186879634857,-1,False,19,True
LR-SELECTED-ROC,2,var_59,-0.033551011234521866,0.033551011234521866,-1,False,19,True
LR-SELECTED-ROC,2,var_60,0.028694191947579384,0.028694191947579384,1,False,19,True
LR-SELECTED-ROC,2,var_61,0.033261992037296295,0.033261992037296295,1,False,19,True
LR-SELECTED-ROC,2,var_62,0.05374588072299957,0.05374588072299957,1,False,19,True
LR-SELECTED-ROC,2,var_63,-0.05168641731142998,0.05168641731142998,-1,False,19,True
